Site_ID_AOV,Proj_Institution,ROR
20635,University of Warsaw,039bjqg32
20636,University of Warsaw,039bjqg32
20637,University of Warsaw,039bjqg32
20638,University of Warsaw,039bjqg32
20639,University of Warsaw,039bjqg32
20640,University of Warsaw,039bjqg32
20641,University of Warsaw,039bjqg32
20642,University of Warsaw,039bjqg32
20643,University of Warsaw,039bjqg32
20644,University of Warsaw,039bjqg32
20645,University of Warsaw,039bjqg32
20646,University of Warsaw,039bjqg32
20647,University of Warsaw,039bjqg32
20648,University of Warsaw,039bjqg32
20649,University of Warsaw,039bjqg32
20650,University of Warsaw,039bjqg32
20651,University of Warsaw,039bjqg32
20652,University of Warsaw,039bjqg32
20653,University of Warsaw,039bjqg32
20654,University of Warsaw,039bjqg32
20655,University of Warsaw,039bjqg32
20656,University of Warsaw,039bjqg32
20657,University of Warsaw,039bjqg32
20658,University of Warsaw,039bjqg32
20659,University of Warsaw,039bjqg32
20660,University of Warsaw,039bjqg32
20661,University of Warsaw,039bjqg32
20662,University of Warsaw,039bjqg32
20663,University of Warsaw,039bjqg32
20664,University of Warsaw,039bjqg32
20665,University of Warsaw,039bjqg32
20666,University of Warsaw,039bjqg32
20667,University of Warsaw,039bjqg32
20668,University of Warsaw,039bjqg32
20669,University of Warsaw,039bjqg32
20670,University of Warsaw,039bjqg32
20671,University of Warsaw,039bjqg32
20672,University of Warsaw,039bjqg32
20673,University of Warsaw,039bjqg32
20674,University of Warsaw,039bjqg32
20675,University of Warsaw,039bjqg32
20676,University of Warsaw,039bjqg32
20677,University of Warsaw,039bjqg32
20678,University of Warsaw,039bjqg32
20679,University of Warsaw,039bjqg32
20680,University of Warsaw,039bjqg32
20681,University of Warsaw,039bjqg32
20682,University of Warsaw,039bjqg32
20683,University of Warsaw,039bjqg32
20684,University of Warsaw,039bjqg32
20685,University of Warsaw,039bjqg32
20686,University of Warsaw,039bjqg32
20687,University of Warsaw,039bjqg32
20688,University of Warsaw,039bjqg32
20689,University of Warsaw,039bjqg32
20690,University of Warsaw,039bjqg32
20691,University of Warsaw,039bjqg32
20692,University of Warsaw,039bjqg32
20693,University of Warsaw,039bjqg32
20694,University of Warsaw,039bjqg32
20695,University of Warsaw,039bjqg32
20696,University of Warsaw,039bjqg32
20697,University of Warsaw,039bjqg32
20698,University of Warsaw,039bjqg32
20699,University of Warsaw,039bjqg32
20700,University of Warsaw,039bjqg32
20701,University of Warsaw,039bjqg32
20702,University of Warsaw,039bjqg32
20703,University of Warsaw,039bjqg32
20704,University of Warsaw,039bjqg32
20705,University of Warsaw,039bjqg32
20706,University of Warsaw,039bjqg32
20707,University of Warsaw,039bjqg32
20708,University of Warsaw,039bjqg32
20709,University of Warsaw,039bjqg32
20710,University of Warsaw,039bjqg32
20711,University of Warsaw,039bjqg32
20712,University of Warsaw,039bjqg32
20713,University of Warsaw,039bjqg32
20714,University of Warsaw,039bjqg32
20715,University of Warsaw,039bjqg32
20716,University of Warsaw,039bjqg32
20717,University of Warsaw,039bjqg32
20718,University of Warsaw,039bjqg32
20719,University of Warsaw,039bjqg32
20720,University of Warsaw,039bjqg32
20721,University of Warsaw,039bjqg32
20722,University of Warsaw,039bjqg32
20723,University of Warsaw,039bjqg32
20724,University of Warsaw,039bjqg32
20725,University of Warsaw,039bjqg32
20726,University of Warsaw,039bjqg32
20727,University of Warsaw,039bjqg32
20728,University of Warsaw,039bjqg32
20729,University of Warsaw,039bjqg32
20730,University of Warsaw,039bjqg32
20731,University of Warsaw,039bjqg32
20732,University of Warsaw,039bjqg32
20733,University of Warsaw,039bjqg32
20734,University of Warsaw,039bjqg32
20735,University of Warsaw,039bjqg32
20736,University of Warsaw,039bjqg32
20737,University of Warsaw,039bjqg32
20738,University of Warsaw,039bjqg32
20739,University of Warsaw,039bjqg32
20740,University of Warsaw,039bjqg32
20741,University of Warsaw,039bjqg32
20742,University of Warsaw,039bjqg32
20743,University of Warsaw,039bjqg32
20744,University of Warsaw,039bjqg32
20745,University of Warsaw,039bjqg32
20746,University of Warsaw,039bjqg32
20747,University of Warsaw,039bjqg32
20748,University of Warsaw,039bjqg32
20749,University of Warsaw,039bjqg32
20750,University of Warsaw,039bjqg32
20751,University of Warsaw,039bjqg32
20752,University of Warsaw,039bjqg32
20753,University of Warsaw,039bjqg32
20754,University of Warsaw,039bjqg32
20755,University of Warsaw,039bjqg32
20756,University of Warsaw,039bjqg32
20757,University of Warsaw,039bjqg32
20758,University of Warsaw,039bjqg32
20759,University of Warsaw,039bjqg32
20760,University of Warsaw,039bjqg32
20761,University of Warsaw,039bjqg32
20762,University of Warsaw,039bjqg32
20763,University of Warsaw,039bjqg32
20764,University of Warsaw,039bjqg32
20765,University of Warsaw,039bjqg32
20766,University of Warsaw,039bjqg32
20767,University of Warsaw,039bjqg32
20768,University of Warsaw,039bjqg32
20769,University of Warsaw,039bjqg32
20770,University of Warsaw,039bjqg32
20771,University of Warsaw,039bjqg32
20772,University of Warsaw,039bjqg32
20773,University of Warsaw,039bjqg32
20774,University of Warsaw,039bjqg32
20775,University of Warsaw,039bjqg32
20776,University of Warsaw,039bjqg32
20777,University of Warsaw,039bjqg32
20778,University of Warsaw,039bjqg32
20779,University of Warsaw,039bjqg32
20780,University of Warsaw,039bjqg32
20781,University of Bayreuth,0234wmv40
20782,University of Bayreuth,0234wmv40
20783,Max Planck Institute of Biochemistry,04py35477
20784,Catholic University of Louvain,02495e989
20785,University of Warsaw,039bjqg32
20786,Max Planck Institute of Biochemistry,04py35477
20787,University of Antwerp,008x57b05
20788,University of Liège,00afp2z80
20789,Dresden International University,01t4pxy10
20790,Chinese Academy of Sciences,034t30j35
20791,University of Cologne,00rcxh774
20792,Dresden International University,01t4pxy10
20793,Dresden International University,01t4pxy10
20794,Dresden International University,01t4pxy10
20795,Dresden International University,01t4pxy10
20796,CarboEuroFlux (EU-FP5),0
20797,Dresden International University,01t4pxy10
20798,Dresden International University,01t4pxy10
20799,University of Göttingen,01y9bpm73
20800,CarboEuroFlux (EU-FP5),0
20801,University of Antwerp,008x57b05
20802,Johann Heinrich von Thünen-Institut,00mr84n67
20803,Johann Heinrich von Thünen-Institut,00mr84n67
20804,Forest research - Environmental Change Research Group,0
20805,UK Centre for Ecology & Hydrology,00pggkr55
20806,Max Planck Institute of Biochemistry,04py35477
20807,Max Planck Institute of Biochemistry,04py35477
20808,University of Antwerp,008x57b05
20809,CarboEuroFlux (EU-FP5),0
20810,UK Centre for Ecology & Hydrology,00pggkr55
20811,UK Centre for Ecology & Hydrology,00pggkr55
20812,Chinese Academy of Sciences,034t30j35
20813,Princeton University,00hx57361
20814,Princeton University,00hx57361
20815,Princeton University,00hx57361
20816,Princeton University,00hx57361
20817,Princeton University,00hx57361
20818,Biotechnology and Biological Sciences Research Council,00cwqg982
20819,Princeton University,00hx57361
20820,Wageningen University & Research,04qw24q55
20821,UK Centre for Ecology & Hydrology,00pggkr55
20822,Princeton University,00hx57361
20823,Princeton University,00hx57361
20824,Princeton University,00hx57361
20825,Princeton University,00hx57361
20826,Princeton University,00hx57361
20827,Wageningen University & Research,04qw24q55
20828,Princeton University,00hx57361
20829,Princeton University,00hx57361
20830,Princeton University,00hx57361
20831,University of Göttingen,01y9bpm73
20832,University of Göttingen,01y9bpm73
20833,Biotechnology and Biological Sciences Research Council,00cwqg982
20834,Dresden International University,01t4pxy10
20835,Wageningen University & Research,04qw24q55
20836,Wageningen University & Research,04qw24q55
20837,Wageningen University & Research,04qw24q55
20838,University College Cork,03265fv13
20839,Wageningen University & Research,04qw24q55
20840,University College Cork,03265fv13
20841,University College Cork,03265fv13
20842,Wageningen University & Research,04qw24q55
20843,Wageningen University & Research,04qw24q55
20844,,
20845,,
20846,,
20847,,
20848,Wageningen University & Research,04qw24q55
20849,Wageningen University & Research,04qw24q55
20850,Wageningen University & Research,04qw24q55
20851,Wageningen University & Research,04qw24q55
20852,Wageningen University & Research,04qw24q55
20853,CarboEuroFlux (EU-FP5),0
20854,Wageningen University & Research,04qw24q55
20855,Wageningen University & Research,04qw24q55
20856,University College Cork,03265fv13
20857,Wageningen University & Research,04qw24q55
20858,WSB Merito University in Poznan,04kz5ba43
20859,Energieonderzoek Centrum Nederland (ECN),0
20860,WSB Merito University in Poznan,04kz5ba43
20861,WSB Merito University in Poznan,04kz5ba43
20862,Wageningen University & Research,04qw24q55
20863,University College Dublin,05m7pjf47
20864,Trinity College Dublin,02tyrky19
20865,Trinity College Dublin,02tyrky19
20866,University College Dublin,05m7pjf47
20867,University of Life Sciences in Poznań,03tth1e03
20868,Wageningen University & Research,04qw24q55
20869,University of Warsaw,039bjqg32
20870,University of Greifswald,00r1edq15
20871,University of Warsaw,039bjqg32
20872,University of Warsaw,039bjqg32
20873,Dresden International University,01t4pxy10
20874,Government of Canada,010q4q527
20874,Meteorological Service of Canada,0
20875,University of Warsaw,039bjqg32
20876,University of Warsaw,039bjqg32
20877,University of Warsaw,039bjqg32
20878,University of Warsaw,039bjqg32
20879,University of Warsaw,039bjqg32
20880,University of Warsaw,039bjqg32
20881,University of Warsaw,039bjqg32
20882,University of Warsaw,039bjqg32
20883,University of Warsaw,039bjqg32
20884,University of Warsaw,039bjqg32
20885,University of Warsaw,039bjqg32
20886,Finnish Meteorological Institute,05hppb561
20887,Finnish Meteorological Institute,05hppb561
20888,Max Planck Institute of Biochemistry,04py35477
20889,Max Planck Institute of Biochemistry,04py35477
20890,Lund University,012a77v79
20891,University of Warsaw,039bjqg32
20892,University of Warsaw,039bjqg32
20893,University of Helsinki,040af2s02
20894,University of Helsinki,040af2s02
20895,Max Planck Institute of Biochemistry,04py35477
20896,UK Centre for Ecology & Hydrology,00pggkr55
20897,University of Warsaw,039bjqg32
20898,UK Centre for Ecology & Hydrology,00pggkr55
20899,University of Warsaw,039bjqg32
20900,University of Warsaw,039bjqg32
20901,University of Warsaw,039bjqg32
20902,University of Warsaw,039bjqg32
20903,University of Edinburgh,01nrxwf90
20904,University of Warsaw,039bjqg32
20905,University of Warsaw,039bjqg32
20906,University of Warsaw,039bjqg32
20907,University of Warsaw,039bjqg32
20908,University of Warsaw,039bjqg32
20909,Aarhus University,01aj84f44
20910,Risø National Laboratory,0
20911,University of Warsaw,039bjqg32
20912,University of Warsaw,039bjqg32
20913,University of Warsaw,039bjqg32
20914,Russian Academy of Sciences,05qrfxd25
20915,University of Tartu,03z77qz90
20916,University of Tartu,03z77qz90
20917,University of Tartu,03z77qz90
20918,CarboEurope,0
20919,Lund University,012a77v79
20920,CarboEuroFlux (EU-FP5),0
20921,Lund University,012a77v79
20922,Lund University,012a77v79
20923,Swedish University of Agricultural Sciences,02yy8x990
20924,Lund University,012a77v79
20925,University of Warsaw,039bjqg32
20926,University of Warsaw,039bjqg32
20927,University of Warsaw,039bjqg32
20928,University of Helsinki,040af2s02
20929,Danish Institute of Agricultural Sciences,0
20930,University of Edinburgh,01nrxwf90
20931,CarboEuroFlux (EU-FP5),0
20932,University of Edinburgh,01nrxwf90
20933,University of Edinburgh,01nrxwf90
20934,University of Warsaw,039bjqg32
20935,Lund University,012a77v79
20936,CarboEurope,0
20937,University of Warsaw,039bjqg32
20938,University of Warsaw,039bjqg32
20939,"University of California, Irvine",04gyf1771
20940,"University of California, Irvine",04gyf1771
20941,CarboEuroFlux (EU-FP5),0
20942,Lund University,012a77v79
20943,University of Warsaw,039bjqg32
20944,UK Centre for Ecology & Hydrology,00pggkr55
20945,University of Tartu,03z77qz90
20946,University of Tartu,03z77qz90
20947,University of Tartu,03z77qz90
20948,University of Tartu,03z77qz90
20949,University of Tartu,03z77qz90
20950,University of Tartu,03z77qz90
20951,University of Warsaw,039bjqg32
20952,University of Tartu,03z77qz90
20953,University of Tartu,03z77qz90
20954,University of Tartu,03z77qz90
20955,University of Tartu,03z77qz90
20956,University of Tartu,03z77qz90
20957,University of Tartu,03z77qz90
20958,University of Tartu,03z77qz90
20959,University of Tartu,03z77qz90
20960,University of Tartu,03z77qz90
20961,University of Tartu,03z77qz90
20962,University of Helsinki,040af2s02
20963,University of Warsaw,039bjqg32
20964,Finnish Meteorological Institute,05hppb561
20965,University of Warsaw,039bjqg32
20966,University of Warsaw,039bjqg32
20967,Agricultural University of Iceland,035s3f323
20968,Agricultural University of Iceland,035s3f323
20969,Agricultural University of Iceland,035s3f323
20970,"University of California, Irvine",04gyf1771
20971,"University of California, Irvine",04gyf1771
20972,"University of California, Irvine",04gyf1771
20973,"University of California, Irvine",04gyf1771
20974,"University of California, Irvine",04gyf1771
20975,"University of California, Irvine",04gyf1771
20976,"University of California, Irvine",04gyf1771
20977,"University of California, Irvine",04gyf1771
20978,"University of California, Irvine",04gyf1771
20979,"University of California, Irvine",04gyf1771
20980,University of Warsaw,039bjqg32
20981,University of Warsaw,039bjqg32
20982,University of Warsaw,039bjqg32
20983,University of Lethbridge,
20984,University of Edinburgh,01nrxwf90
20985,UK Centre for Ecology & Hydrology,00pggkr55
20986,CarboEurope,0
20987,Risø National Laboratory,0
20988,Risø National Laboratory,0
20989,University of Copenhagen,035b05819
20990,University of Lethbridge,
20991,Risø National Laboratory,0
20992,Risø National Laboratory,0
20993,Lund University,012a77v79
20994,University of Warsaw,039bjqg32
20995,University of Warsaw,039bjqg32
20996,Swedish University of Agricultural Sciences,02yy8x990
20997,University of Warsaw,039bjqg32
20998,University of Warsaw,039bjqg32
20999,San Diego State University,0264fdx42
21000,Michigan State University,05hs6h993
21001,San Diego State University,0264fdx42
21002,Michigan State University,05hs6h993
21003,Finnish Meteorological Institute,05hppb561
21004,Michigan State University,05hs6h993
21005,CarboEuroFlux (EU-FP5),0
21006,Michigan State University,05hs6h993
21007,Finnish Meteorological Institute,05hppb561
21008,Michigan State University,05hs6h993
21009,University of Helsinki,040af2s02
21010,Michigan State University,05hs6h993
21011,University of Edinburgh,01nrxwf90
21012,Michigan State University,05hs6h993
21013,University of Helsinki,040af2s02
21014,Michigan State University,05hs6h993
21015,University of Helsinki,040af2s02
21016,Michigan State University,05hs6h993
21017,Finnish Meteorological Institute,05hppb561
21018,Michigan State University,05hs6h993
21019,Finnish Meteorological Institute,05hppb561
21020,Michigan State University,05hs6h993
21021,Lund University,012a77v79
21022,Michigan State University,05hs6h993
21023,Lund University,012a77v79
21024,Michigan State University,05hs6h993
21025,Lund University,012a77v79
21026,Michigan State University,05hs6h993
21027,Lund University,012a77v79
21028,Michigan State University,05hs6h993
21029,Lund University,012a77v79
21030,Michigan State University,05hs6h993
21031,Lund University,012a77v79
21032,Michigan State University,05hs6h993
21033,Marine Biological Laboratory,046dg4z72
21034,Michigan State University,05hs6h993
21035,Finnish Meteorological Institute,05hppb561
21036,Michigan State University,05hs6h993
21037,Finnish Meteorological Institute,05hppb561
21038,Michigan State University,05hs6h993
21039,Lund University,012a77v79
21040,Michigan State University,05hs6h993
21041,Marine Biological Laboratory,046dg4z72
21042,Michigan State University,05hs6h993
21043,San Diego State University,0264fdx42
21044,Michigan State University,05hs6h993
21045,Marine Biological Laboratory,046dg4z72
21046,Michigan State University,05hs6h993
21047,Marine Biological Laboratory,046dg4z72
21048,Michigan State University,05hs6h993
21049,Lund University,012a77v79
21050,Michigan State University,05hs6h993
21051,San Diego State University,0264fdx42
21052,Michigan State University,05hs6h993
21053,University of Warsaw,039bjqg32
21054,Michigan State University,05hs6h993
21055,San Diego State University,0264fdx42
21056,Michigan State University,05hs6h993
21057,Marine Biological Laboratory,046dg4z72
21058,Michigan State University,05hs6h993
21059,Marine Biological Laboratory,046dg4z72
21060,Michigan State University,05hs6h993
21061,Marine Biological Laboratory,046dg4z72
21062,Michigan State University,05hs6h993
21063,University of Alaska Fairbanks,01j7nq853
21064,Michigan State University,05hs6h993
21065,University of Alaska Fairbanks,01j7nq853
21066,Michigan State University,05hs6h993
21067,University of Alaska Fairbanks,01j7nq853
21068,Michigan State University,05hs6h993
21069,University of Alaska Fairbanks,01j7nq853
21070,Michigan State University,05hs6h993
21071,University of Alaska Fairbanks,01j7nq853
21072,Michigan State University,05hs6h993
21073,University of Alaska Fairbanks,01j7nq853
21074,Michigan State University,05hs6h993
21075,University of Alaska Fairbanks,01j7nq853
21076,Michigan State University,05hs6h993
21077,University of Alaska Fairbanks,01j7nq853
21078,Michigan State University,05hs6h993
21079,University of Alaska Fairbanks,01j7nq853
21080,Michigan State University,05hs6h993
21081,University of Alaska Fairbanks,01j7nq853
21082,Michigan State University,05hs6h993
21083,University of Alaska Fairbanks,01j7nq853
21084,Michigan State University,05hs6h993
21085,University of Alaska Fairbanks,01j7nq853
21086,Michigan State University,05hs6h993
21087,ETH Zurich,05a28rw58
21088,Michigan State University,05hs6h993
21089,ETH Zurich,05a28rw58
21090,Michigan State University,05hs6h993
21091,Marine Biological Laboratory,046dg4z72
21092,Michigan State University,05hs6h993
21093,Marine Biological Laboratory,046dg4z72
21094,Michigan State University,05hs6h993
21095,Marine Biological Laboratory,046dg4z72
21096,Michigan State University,05hs6h993
21097,Marine Biological Laboratory,046dg4z72
21098,Michigan State University,05hs6h993
21099,Finnish Meteorological Institute,05hppb561
21100,Michigan State University,05hs6h993
21101,CarboEuroFlux (EU-FP5),0
21102,Michigan State University,05hs6h993
21103,Finnish Meteorological Institute,05hppb561
21104,Michigan State University,05hs6h993
21105,San Diego State University,0264fdx42
21106,Michigan State University,05hs6h993
21107,Marine Biological Laboratory,046dg4z72
21108,Michigan State University,05hs6h993
21109,San Diego State University,0264fdx42
21110,Michigan State University,05hs6h993
21111,San Diego State University,0264fdx42
21112,Michigan State University,05hs6h993
21113,San Diego State University,0264fdx42
21114,Michigan State University,05hs6h993
21115,San Diego State University,0264fdx42
21116,Michigan State University,05hs6h993
21117,Bioforsk – Norwegian Institute for Agricultural and Environmental Research,0
21118,Michigan State University,05hs6h993
21119,San Diego State University,0264fdx42
21120,Michigan State University,05hs6h993
21121,San Diego State University,0264fdx42
21122,Michigan State University,05hs6h993
21123,San Diego State University,0264fdx42
21124,Michigan State University,05hs6h993
21125,San Diego State University,0264fdx42
21126,Michigan State University,05hs6h993
21127,San Diego State University,0264fdx42
21128,Michigan State University,05hs6h993
21129,San Diego State University,0264fdx42
21130,Michigan State University,05hs6h993
21131,San Diego State University,0264fdx42
21132,Michigan State University,05hs6h993
21133,San Diego State University,0264fdx42
21134,Michigan State University,05hs6h993
21135,Michigan State University,05hs6h993
21136,Michigan State University,05hs6h993
21137,Michigan State University,05hs6h993
21138,Michigan State University,05hs6h993
21139,University of Alaska Fairbanks,01j7nq853
21140,Michigan State University,05hs6h993
21141,Michigan State University,05hs6h993
21142,Michigan State University,05hs6h993
21143,Michigan State University,05hs6h993
21144,Michigan State University,05hs6h993
21145,Michigan State University,05hs6h993
21146,Michigan State University,05hs6h993
21147,San Diego State University,0264fdx42
21148,Michigan State University,05hs6h993
21149,University of Greifswald,00r1edq15
21150,Michigan State University,05hs6h993
21151,University of Greifswald,00r1edq15
21152,Michigan State University,05hs6h993
21153,Aarhus University,01aj84f44
21154,Michigan State University,05hs6h993
21155,Aarhus University,01aj84f44
21156,Michigan State University,05hs6h993
21157,Alfred Wegener Institute for Polar and Marine Research,032e6b942
21158,Michigan State University,05hs6h993
21159,NOAA Earth System Research Laboratory,033tt8e33
21160,Michigan State University,05hs6h993
21161,Michigan State University,05hs6h993
21162,Michigan State University,05hs6h993
21163,Michigan State University,05hs6h993
21164,Michigan State University,05hs6h993
21165,Michigan State University,05hs6h993
21166,Michigan State University,05hs6h993
21167,Michigan State University,05hs6h993
21168,Michigan State University,05hs6h993
21169,Michigan State University,05hs6h993
21170,Michigan State University,05hs6h993
21171,NOAA Earth System Research Laboratory,033tt8e33
21172,Michigan State University,05hs6h993
21173,San Diego State University,0264fdx42
21174,Michigan State University,05hs6h993
21175,University of Amsterdam,04dkp9463
21176,Michigan State University,05hs6h993
21177,University of Amsterdam,04dkp9463
21178,Michigan State University,05hs6h993
21179,San Diego State University,0264fdx42
21180,Michigan State University,05hs6h993
21181,San Diego State University,0264fdx42
21182,Michigan State University,05hs6h993
21183,San Diego State University,0264fdx42
21184,Michigan State University,05hs6h993
21185,San Diego State University,0264fdx42
21186,Michigan State University,05hs6h993
21187,San Diego State University,0264fdx42
21188,Michigan State University,05hs6h993
21189,NOAA Earth System Research Laboratory,033tt8e33
21190,Michigan State University,05hs6h993
21191,NOAA Earth System Research Laboratory,033tt8e33
21192,Michigan State University,05hs6h993
21193,Michigan State University,05hs6h993
21194,Michigan State University,05hs6h993
21195,Michigan State University,05hs6h993
21196,Michigan State University,05hs6h993
21197,U.S. Department of Energy Atmospheric Radiation Measurement User Facility,01dvj3d25
21198,Michigan State University,05hs6h993
21199,U.S. Department of Energy Atmospheric Radiation Measurement User Facility,01dvj3d25
21200,Michigan State University,05hs6h993
21201,Michigan State University,05hs6h993
21202,Michigan State University,05hs6h993
21203,Michigan State University,05hs6h993
21204,U.S. Department of Energy Atmospheric Radiation Measurement User Facility,01dvj3d25
21205,Michigan State University,05hs6h993
21206,Michigan State University,05hs6h993
21207,NOAA Earth System Research Laboratory,033tt8e33
21208,Michigan State University,05hs6h993
21209,NOAA Earth System Research Laboratory,033tt8e33
21210,Michigan State University,05hs6h993
21211,NOAA Earth System Research Laboratory,033tt8e33
21212,Michigan State University,05hs6h993
21213,NOAA Earth System Research Laboratory,033tt8e33
21214,Michigan State University,05hs6h993
21215,NOAA Earth System Research Laboratory,033tt8e33
21216,Michigan State University,05hs6h993
21217,Michigan State University,05hs6h993
21218,Michigan State University,05hs6h993
21219,Institut Pierre-Simon Laplace,02haar591
21220,Michigan State University,05hs6h993
21221,NOAA Earth System Research Laboratory,033tt8e33
21222,Michigan State University,05hs6h993
21223,NOAA Earth System Research Laboratory,033tt8e33
21224,Michigan State University,05hs6h993
21225,NOAA Earth System Research Laboratory,033tt8e33
21226,Michigan State University,05hs6h993
21227,NOAA Earth System Research Laboratory,033tt8e33
21228,Michigan State University,05hs6h993
21229,NOAA Earth System Research Laboratory,033tt8e33
21230,Michigan State University,05hs6h993
21231,NOAA Earth System Research Laboratory,033tt8e33
21232,Michigan State University,05hs6h993
21233,Michigan State University,05hs6h993
21234,NOAA Earth System Research Laboratory,033tt8e33
21235,Michigan State University,05hs6h993
21236,NOAA Earth System Research Laboratory,033tt8e33
21237,Michigan State University,05hs6h993
21238,NOAA Earth System Research Laboratory,033tt8e33
21239,Michigan State University,05hs6h993
21240,NOAA Earth System Research Laboratory,033tt8e33
21241,Michigan State University,05hs6h993
21242,NOAA Earth System Research Laboratory,033tt8e33
21243,Michigan State University,05hs6h993
21244,NOAA Earth System Research Laboratory,033tt8e33
21245,Michigan State University,05hs6h993
21246,NOAA Earth System Research Laboratory,033tt8e33
21247,Michigan State University,05hs6h993
21248,Michigan State University,05hs6h993
21249,Michigan State University,05hs6h993
21250,Michigan State University,05hs6h993
21251,Michigan State University,05hs6h993
21252,Michigan State University,05hs6h993
21253,Michigan State University,05hs6h993
21254,Michigan State University,05hs6h993
21255,Michigan State University,05hs6h993
21256,Michigan State University,05hs6h993
21257,Michigan State University,05hs6h993
21258,Michigan State University,05hs6h993
21259,Michigan State University,05hs6h993
21260,Michigan State University,05hs6h993
21261,Michigan State University,05hs6h993
21262,Michigan State University,05hs6h993
21263,Michigan State University,05hs6h993
21264,Michigan State University,05hs6h993
21265,Michigan State University,05hs6h993
21266,Michigan State University,05hs6h993
21267,Michigan State University,05hs6h993
21268,Michigan State University,05hs6h993
21269,Michigan State University,05hs6h993
21270,Michigan State University,05hs6h993
21271,Michigan State University,05hs6h993
21272,Michigan State University,05hs6h993
21273,Michigan State University,05hs6h993
21274,Michigan State University,05hs6h993
21275,Michigan State University,05hs6h993
21276,Michigan State University,05hs6h993
21277,Michigan State University,05hs6h993
21278,Michigan State University,05hs6h993
21279,Michigan State University,05hs6h993
21280,Michigan State University,05hs6h993
21281,The University of Texas at El Paso,04d5vba33
21282,The University of Texas at El Paso,04d5vba33
21283,Michigan State University,05hs6h993
21284,Michigan State University,05hs6h993
21285,Michigan State University,05hs6h993
21286,Michigan State University,05hs6h993
21287,The University of Texas at El Paso,04d5vba33
21288,The University of Texas at El Paso,04d5vba33
21289,The University of Texas at El Paso,04d5vba33
21290,The University of Texas at El Paso,04d5vba33
21291,Michigan State University,05hs6h993
21292,Michigan State University,05hs6h993
21293,Michigan State University,05hs6h993
21294,Michigan State University,05hs6h993
21295,Michigan State University,05hs6h993
21296,Michigan State University,05hs6h993
21297,Michigan State University,05hs6h993
21298,Michigan State University,05hs6h993
21299,Michigan State University,05hs6h993
21300,Michigan State University,05hs6h993
21301,Michigan State University,05hs6h993
21302,Michigan State University,05hs6h993
21303,Michigan State University,05hs6h993
21304,Michigan State University,05hs6h993
21305,Michigan State University,05hs6h993
21306,Michigan State University,05hs6h993
21307,Michigan State University,05hs6h993
21308,Michigan State University,05hs6h993
21309,Michigan State University,05hs6h993
21310,Michigan State University,05hs6h993
21311,Michigan State University,05hs6h993
21312,Michigan State University,05hs6h993
21313,Michigan State University,05hs6h993
21314,Michigan State University,05hs6h993
21315,Michigan State University,05hs6h993
21316,Michigan State University,05hs6h993
21317,Michigan State University,05hs6h993
21318,Michigan State University,05hs6h993
21319,Michigan State University,05hs6h993
21320,Michigan State University,05hs6h993
21321,Michigan State University,05hs6h993
21322,Michigan State University,05hs6h993
21323,Michigan State University,05hs6h993
21324,Michigan State University,05hs6h993
21325,Michigan State University,05hs6h993
21326,Michigan State University,05hs6h993
21327,Michigan State University,05hs6h993
21328,Michigan State University,05hs6h993
21329,Michigan State University,05hs6h993
21330,Michigan State University,05hs6h993
21331,Michigan State University,05hs6h993
21332,The University of Texas at El Paso,04d5vba33
21333,The University of Texas at El Paso,04d5vba33
21334,The University of Texas at El Paso,04d5vba33
21335,Michigan State University,05hs6h993
21336,Michigan State University,05hs6h993
21337,Michigan State University,05hs6h993
21338,Michigan State University,05hs6h993
21339,Michigan State University,05hs6h993
21340,Michigan State University,05hs6h993
21341,Michigan State University,05hs6h993
21342,Michigan State University,05hs6h993
21343,Michigan State University,05hs6h993
21344,Michigan State University,05hs6h993
21345,Michigan State University,05hs6h993
21346,Michigan State University,05hs6h993
21347,Michigan State University,05hs6h993
21348,Michigan State University,05hs6h993
21349,Michigan State University,05hs6h993
21350,Michigan State University,05hs6h993
21351,Michigan State University,05hs6h993
21352,Michigan State University,05hs6h993
21353,Michigan State University,05hs6h993
21354,Michigan State University,05hs6h993
21355,The University of Texas at El Paso,04d5vba33
21356,The University of Texas at El Paso,04d5vba33
21357,Michigan State University,05hs6h993
21358,Michigan State University,05hs6h993
21359,Michigan State University,05hs6h993
21360,Michigan State University,05hs6h993
21361,Michigan State University,05hs6h993
21362,Michigan State University,05hs6h993
21363,Michigan State University,05hs6h993
21364,Michigan State University,05hs6h993
21365,Michigan State University,05hs6h993
21366,Michigan State University,05hs6h993
21367,The University of Texas at El Paso,04d5vba33
21368,The University of Texas at El Paso,04d5vba33
21369,Michigan State University,05hs6h993
21370,Michigan State University,05hs6h993
21371,Michigan State University,05hs6h993
21372,Michigan State University,05hs6h993
21373,Michigan State University,05hs6h993
21374,Michigan State University,05hs6h993
21375,The University of Texas at El Paso,04d5vba33
21376,The University of Texas at El Paso,04d5vba33
21377,The University of Texas at El Paso,04d5vba33
21378,Michigan State University,05hs6h993
21379,Michigan State University,05hs6h993
21380,Michigan State University,05hs6h993
21381,The University of Texas at El Paso,04d5vba33
21382,Michigan State University,05hs6h993
21383,Michigan State University,05hs6h993
21384,Michigan State University,05hs6h993
21385,Michigan State University,05hs6h993
21386,Michigan State University,05hs6h993
21387,Michigan State University,05hs6h993
21388,Michigan State University,05hs6h993
21389,Michigan State University,05hs6h993
21390,Michigan State University,05hs6h993
21391,Michigan State University,05hs6h993
21392,Michigan State University,05hs6h993
