Site_ID_AOV,Funding_Agency,ROR
28320,NSF: National Science Foundation,021nxhr62
28321,NSF: National Science Foundation,021nxhr62
28322,NSF: National Science Foundation,021nxhr62
28323,NSF: National Science Foundation,021nxhr62
28324,NSF: National Science Foundation,021nxhr62
28325,NSF: National Science Foundation,021nxhr62
28326,NSF: National Science Foundation,021nxhr62
28327,NSF: National Science Foundation,021nxhr62
28328,NSF: National Science Foundation,021nxhr62
28329,NSF: National Science Foundation,021nxhr62
28330,NSF: National Science Foundation,021nxhr62
28331,NSF: National Science Foundation,021nxhr62
28332,NSF: National Science Foundation,021nxhr62
28333,NSF: National Science Foundation,021nxhr62
28334,NSF: National Science Foundation,021nxhr62
28335,NSF: National Science Foundation,021nxhr62
28336,NSF: National Science Foundation,021nxhr62
28337,NSF: National Science Foundation,021nxhr62
28338,NSF: National Science Foundation,021nxhr62
28339,NSF: National Science Foundation,021nxhr62
28340,NSF: National Science Foundation,021nxhr62
28341,NSF: National Science Foundation,021nxhr62
28342,NSF: National Science Foundation,021nxhr62
28343,NSF: National Science Foundation,021nxhr62
28344,NSF: National Science Foundation,021nxhr62
28345,NSF: National Science Foundation,021nxhr62
28346,NSF: National Science Foundation,021nxhr62
28347,NSF: National Science Foundation,021nxhr62
28348,NSF: National Science Foundation,021nxhr62
28349,NSF: National Science Foundation,021nxhr62
28350,NSF: National Science Foundation,021nxhr62
28351,NSF: National Science Foundation,021nxhr62
28352,NSF: National Science Foundation,021nxhr62
28353,NSF: National Science Foundation,021nxhr62
28354,NSF: National Science Foundation,021nxhr62
28355,NSF: National Science Foundation,021nxhr62
28356,NSF: National Science Foundation,021nxhr62
28357,NSF: National Science Foundation,021nxhr62
28358,NSF: National Science Foundation,021nxhr62
28359,NSF: National Science Foundation,021nxhr62
28360,NSF: National Science Foundation,021nxhr62
28361,NSF: National Science Foundation,021nxhr62
28362,NSF: National Science Foundation,021nxhr62
28363,NSF: National Science Foundation,021nxhr62
28364,NSF: National Science Foundation,021nxhr62
28365,NSF: National Science Foundation,021nxhr62
28366,NSF: National Science Foundation,021nxhr62
28367,NSF: National Science Foundation,021nxhr62
28368,NSF: National Science Foundation,021nxhr62
28369,NSF: National Science Foundation,021nxhr62
28370,NSF: National Science Foundation,021nxhr62
28371,NSF: National Science Foundation,021nxhr62
28372,NSF: National Science Foundation,021nxhr62
28373,NSF: National Science Foundation,021nxhr62
28374,NSF: National Science Foundation,021nxhr62
28375,NSF: National Science Foundation,021nxhr62
28376,NSF: National Science Foundation,021nxhr62
28377,NSF: National Science Foundation,021nxhr62
28378,NSF: National Science Foundation,021nxhr62
28379,NSF: National Science Foundation,021nxhr62
28380,NSF: National Science Foundation,021nxhr62
28381,NSF: National Science Foundation,021nxhr62
28382,NSF: National Science Foundation,021nxhr62
28383,NSF: National Science Foundation,021nxhr62
28384,NSF: National Science Foundation,021nxhr62
28385,NSF: National Science Foundation,021nxhr62
28386,NSF: National Science Foundation,021nxhr62
28387,NSF: National Science Foundation,021nxhr62
28388,NSF: National Science Foundation,021nxhr62
28389,NSF: National Science Foundation,021nxhr62
28390,NSF: National Science Foundation,021nxhr62
28391,NSF: National Science Foundation,021nxhr62
28392,NSF: National Science Foundation,021nxhr62
28393,NSF: National Science Foundation,021nxhr62
28394,NSF: National Science Foundation,021nxhr62
28395,NSF: National Science Foundation,021nxhr62
28396,NSF: National Science Foundation,021nxhr62
28397,NSF: National Science Foundation,021nxhr62
28398,NSF: National Science Foundation,021nxhr62
28399,NSF: National Science Foundation,021nxhr62
28400,NSF: National Science Foundation,021nxhr62
28401,NSF: National Science Foundation,021nxhr62
28402,NSF: National Science Foundation,021nxhr62
28403,NSF: National Science Foundation,021nxhr62
28404,NSF: National Science Foundation,021nxhr62
28405,NSF: National Science Foundation,021nxhr62
28406,NSF: National Science Foundation,021nxhr62
28407,NSF: National Science Foundation,021nxhr62
28408,NSF: National Science Foundation,021nxhr62
28409,NSF: National Science Foundation,021nxhr62
28410,NSF: National Science Foundation,021nxhr62
28411,NSF: National Science Foundation,021nxhr62
28412,NSF: National Science Foundation,021nxhr62
28413,NSF: National Science Foundation,021nxhr62
28414,NSF: National Science Foundation,021nxhr62
28415,NSF: National Science Foundation,021nxhr62
28416,NSF: National Science Foundation,021nxhr62
28417,NSF: National Science Foundation,021nxhr62
28418,NSF: National Science Foundation,021nxhr62
28419,NSF: National Science Foundation,021nxhr62
28420,NSF: National Science Foundation,021nxhr62
28421,NSF: National Science Foundation,021nxhr62
28422,NSF: National Science Foundation,021nxhr62
28423,NSF: National Science Foundation,021nxhr62
28424,NSF: National Science Foundation,021nxhr62
28425,NSF: National Science Foundation,021nxhr62
28426,NSF: National Science Foundation,021nxhr62
28427,NSF: National Science Foundation,021nxhr62
28428,NSF: National Science Foundation,021nxhr62
28429,NSF: National Science Foundation,021nxhr62
28430,NSF: National Science Foundation,021nxhr62
28431,NSF: National Science Foundation,021nxhr62
28432,NSF: National Science Foundation,021nxhr62
28433,NSF: National Science Foundation,021nxhr62
28434,NSF: National Science Foundation,021nxhr62
28435,NSF: National Science Foundation,021nxhr62
28436,NSF: National Science Foundation,021nxhr62
28437,NSF: National Science Foundation,021nxhr62
28438,NSF: National Science Foundation,021nxhr62
28439,NSF: National Science Foundation,021nxhr62
28440,NSF: National Science Foundation,021nxhr62
28441,NSF: National Science Foundation,021nxhr62
28442,NSF: National Science Foundation,021nxhr62
28443,NSF: National Science Foundation,021nxhr62
28444,NSF: National Science Foundation,021nxhr62
28445,NSF: National Science Foundation,021nxhr62
28446,NSF: National Science Foundation,021nxhr62
28447,NSF: National Science Foundation,021nxhr62
28448,NSF: National Science Foundation,021nxhr62
28449,NSF: National Science Foundation,021nxhr62
28450,NSF: National Science Foundation,021nxhr62
28451,NSF: National Science Foundation,021nxhr62
28452,NSF: National Science Foundation,021nxhr62
28453,NSF: National Science Foundation,021nxhr62
28454,NSF: National Science Foundation,021nxhr62
28455,NSF: National Science Foundation,021nxhr62
28456,NSF: National Science Foundation,021nxhr62
28457,NSF: National Science Foundation,021nxhr62
28458,NSF: National Science Foundation,021nxhr62
28459,NSF: National Science Foundation,021nxhr62
28460,NSF: National Science Foundation,021nxhr62
28461,NSF: National Science Foundation,021nxhr62
28462,NSF: National Science Foundation,021nxhr62
28463,NSF: National Science Foundation,021nxhr62
28464,NSF: National Science Foundation,021nxhr62
28465,NSF: National Science Foundation,021nxhr62
28466,NSF: National Science Foundation,021nxhr62
28467,NSF: National Science Foundation,021nxhr62
28468,NSF: National Science Foundation,021nxhr62
28469,NSF: National Science Foundation,021nxhr62
28470,NSF: National Science Foundation,021nxhr62
28471,NSF: National Science Foundation,021nxhr62
28472,NSF: National Science Foundation,021nxhr62
28473,NSF: National Science Foundation,021nxhr62
28474,NSF: National Science Foundation,021nxhr62
28475,NSF: National Science Foundation,021nxhr62
28476,NSF: National Science Foundation,021nxhr62
28477,NSF: National Science Foundation,021nxhr62
28478,NSF: National Science Foundation,021nxhr62
28479,NSF: National Science Foundation,021nxhr62
28480,NSF: National Science Foundation,021nxhr62
28481,NSF: National Science Foundation,021nxhr62
28482,NSF: National Science Foundation,021nxhr62
28483,NSF: National Science Foundation,021nxhr62
28484,NSF: National Science Foundation,021nxhr62
28485,NSF: National Science Foundation,021nxhr62
28486,NSF: National Science Foundation,021nxhr62
28487,NSF: National Science Foundation,021nxhr62
28488,NSF: National Science Foundation,021nxhr62
28489,NSF: National Science Foundation,021nxhr62
28490,NSF: National Science Foundation,021nxhr62
28491,NSF: National Science Foundation,021nxhr62
28492,NSF: National Science Foundation,021nxhr62
28493,NSF: National Science Foundation,021nxhr62
28494,NSF: National Science Foundation,021nxhr62
28495,NSF: National Science Foundation,021nxhr62
28496,NSF: National Science Foundation,021nxhr62
28497,NSF: National Science Foundation,021nxhr62
28498,NSF: National Science Foundation,021nxhr62
28499,NSF: National Science Foundation,021nxhr62
28500,NSF: National Science Foundation,021nxhr62
28501,NSF: National Science Foundation,021nxhr62
28502,NSF: National Science Foundation,021nxhr62
28503,NSF: National Science Foundation,021nxhr62
28504,NSF: National Science Foundation,021nxhr62
28505,NSF: National Science Foundation,021nxhr62
28506,NSF: National Science Foundation,021nxhr62
28507,NSF: National Science Foundation,021nxhr62
28508,NSF: National Science Foundation,021nxhr62
28509,NSF: National Science Foundation,021nxhr62
28510,NSF: National Science Foundation,021nxhr62
28511,NSF: National Science Foundation,021nxhr62
28512,NSF: National Science Foundation,021nxhr62
28513,NSF: National Science Foundation,021nxhr62
28514,NSF: National Science Foundation,021nxhr62
28515,NSF: National Science Foundation,021nxhr62
28516,NSF: National Science Foundation,021nxhr62
28517,NSF: National Science Foundation,021nxhr62
28518,NSF: National Science Foundation,021nxhr62
28519,NSF: National Science Foundation,021nxhr62
28520,NSF: National Science Foundation,021nxhr62
28521,NSF: National Science Foundation,021nxhr62
28522,NSF: National Science Foundation,021nxhr62
28523,NSF: National Science Foundation,021nxhr62
28524,NSF: National Science Foundation,021nxhr62
28525,NSF: National Science Foundation,021nxhr62
28526,NSF: National Science Foundation,021nxhr62
28527,NSF: National Science Foundation,021nxhr62
28528,NSF: National Science Foundation,021nxhr62
28529,NSF: National Science Foundation,021nxhr62
28530,NSF: National Science Foundation,021nxhr62
28531,NSF: National Science Foundation,021nxhr62
28532,NSF: National Science Foundation,021nxhr62
28533,NSF: National Science Foundation,021nxhr62
28534,NSF: National Science Foundation,021nxhr62
28535,NSF: National Science Foundation,021nxhr62
28536,NSF: National Science Foundation,021nxhr62
28537,NSF: National Science Foundation,021nxhr62
28538,NSF: National Science Foundation,021nxhr62
28539,NSF: National Science Foundation,021nxhr62
28540,NSF: National Science Foundation,021nxhr62
28541,NSF: National Science Foundation,021nxhr62
28542,NSF: National Science Foundation,021nxhr62
28543,NSF: National Science Foundation,021nxhr62
28544,NSF: National Science Foundation,021nxhr62
28545,NSF: National Science Foundation,021nxhr62
28546,NSF: National Science Foundation,021nxhr62
28547,NSF: National Science Foundation,021nxhr62
28548,NSF: National Science Foundation,021nxhr62
28549,NSF: National Science Foundation,021nxhr62
28550,NSF: National Science Foundation,021nxhr62
28551,NSF: National Science Foundation,021nxhr62
28552,NSF: National Science Foundation,021nxhr62
28553,NSF: National Science Foundation,021nxhr62
28554,NSF: National Science Foundation,021nxhr62
28555,NSF: National Science Foundation,021nxhr62
28556,NSF: National Science Foundation,021nxhr62
28557,NSF: National Science Foundation,021nxhr62
28558,NSF: National Science Foundation,021nxhr62
28559,NSF: National Science Foundation,021nxhr62
28560,NSF: National Science Foundation,021nxhr62
28561,NSF: National Science Foundation,021nxhr62
28562,NSF: National Science Foundation,021nxhr62
28563,NSF: National Science Foundation,021nxhr62
28564,NSF: National Science Foundation,021nxhr62
28565,NSF: National Science Foundation,021nxhr62
28566,NSF: National Science Foundation,021nxhr62
28567,NSF: National Science Foundation,021nxhr62
28568,NSF: National Science Foundation,021nxhr62
28569,NSF: National Science Foundation,021nxhr62
28570,NSF: National Science Foundation,021nxhr62
28571,NSF: National Science Foundation,021nxhr62
28572,NSF: National Science Foundation,021nxhr62
28573,NSF: National Science Foundation,021nxhr62
28574,NSF: National Science Foundation,021nxhr62
28575,NSF: National Science Foundation,021nxhr62
28576,NSF: National Science Foundation,021nxhr62
28577,NSF: National Science Foundation,021nxhr62
28578,NSF: National Science Foundation,021nxhr62
28579,NSF: National Science Foundation,021nxhr62
28580,NSF: National Science Foundation,021nxhr62
28581,NSF: National Science Foundation,021nxhr62
28582,NSF: National Science Foundation,021nxhr62
28583,NSF: National Science Foundation,021nxhr62
28584,NSF: National Science Foundation,021nxhr62
28585,NSF: National Science Foundation,021nxhr62
28586,NSF: National Science Foundation,021nxhr62
28587,NSF: National Science Foundation,021nxhr62
28588,NSF: National Science Foundation,021nxhr62
28589,NSF: National Science Foundation,021nxhr62
28590,NSF: National Science Foundation,021nxhr62
28591,NSF: National Science Foundation,021nxhr62
28592,NSF: National Science Foundation,021nxhr62
28593,NSF: National Science Foundation,021nxhr62
28594,NSF: National Science Foundation,021nxhr62
28595,NSF: National Science Foundation,021nxhr62
28596,NSF: National Science Foundation,021nxhr62
28597,NSF: National Science Foundation,021nxhr62
28598,NSF: National Science Foundation,021nxhr62
28599,NSF: National Science Foundation,021nxhr62
28600,NSF: National Science Foundation,021nxhr62
28601,NSF: National Science Foundation,021nxhr62
28602,NSF: National Science Foundation,021nxhr62
28603,NSF: National Science Foundation,021nxhr62
28604,NSF: National Science Foundation,021nxhr62
28605,NSF: National Science Foundation,021nxhr62
28606,NSF: National Science Foundation,021nxhr62
28607,NSF: National Science Foundation,021nxhr62
28608,NSF: National Science Foundation,021nxhr62
28609,NSF: National Science Foundation,021nxhr62
28610,NSF: National Science Foundation,021nxhr62
28611,NSF: National Science Foundation,021nxhr62
28612,NSF: National Science Foundation,021nxhr62
28613,NSF: National Science Foundation,021nxhr62
28614,NSF: National Science Foundation,021nxhr62
28615,NSF: National Science Foundation,021nxhr62
28616,NSF: National Science Foundation,021nxhr62
28617,NSF: National Science Foundation,021nxhr62
28618,NSF: National Science Foundation,021nxhr62
28619,NSF: National Science Foundation,021nxhr62
28620,NSF: National Science Foundation,021nxhr62
28621,NSF: National Science Foundation,021nxhr62
28622,NSF: National Science Foundation,021nxhr62
28623,NSF: National Science Foundation,021nxhr62
28624,NSF: National Science Foundation,021nxhr62
28625,NSF: National Science Foundation,021nxhr62
28626,NSF: National Science Foundation,021nxhr62
28627,NSF: National Science Foundation,021nxhr62
28628,NSF: National Science Foundation,021nxhr62
28629,NSF: National Science Foundation,021nxhr62
28630,NSF: National Science Foundation,021nxhr62
28631,NSF: National Science Foundation,021nxhr62
28632,NSF: National Science Foundation,021nxhr62
28633,NSF: National Science Foundation,021nxhr62
28634,NSF: National Science Foundation,021nxhr62
28635,NSF: National Science Foundation,021nxhr62
28636,NSF: National Science Foundation,021nxhr62
28637,NSF: National Science Foundation,021nxhr62
28638,NSF: National Science Foundation,021nxhr62
28639,NSF: National Science Foundation,021nxhr62
28640,NSF: National Science Foundation,021nxhr62
28641,NSF: National Science Foundation,021nxhr62
28642,NSF: National Science Foundation,021nxhr62
28643,NSF: National Science Foundation,021nxhr62
28644,NSF: National Science Foundation,021nxhr62
28645,NSF: National Science Foundation,021nxhr62
28646,NSF: National Science Foundation,021nxhr62
28647,NSF: National Science Foundation,021nxhr62
28648,NSF: National Science Foundation,021nxhr62
28649,NSF: National Science Foundation,021nxhr62
28650,NSF: National Science Foundation,021nxhr62
28651,NSF: National Science Foundation,021nxhr62
28652,NSF: National Science Foundation,021nxhr62
28653,NSF: National Science Foundation,021nxhr62
28654,NSF: National Science Foundation,021nxhr62
28655,NSF: National Science Foundation,021nxhr62
28656,NSF: National Science Foundation,021nxhr62
28657,NSF: National Science Foundation,021nxhr62
28658,NSF: National Science Foundation,021nxhr62
28659,NSF: National Science Foundation,021nxhr62
28660,NSF: National Science Foundation,021nxhr62
28661,NSF: National Science Foundation,021nxhr62
28662,NSF: National Science Foundation,021nxhr62
28663,NSF: National Science Foundation,021nxhr62
28664,NSF: National Science Foundation,021nxhr62
28665,NSF: National Science Foundation,021nxhr62
28666,NSF: National Science Foundation,021nxhr62
28667,NSF: National Science Foundation,021nxhr62
28668,NSF: National Science Foundation,021nxhr62
28669,NSF: National Science Foundation,021nxhr62
28670,NSF: National Science Foundation,021nxhr62
28671,NSF: National Science Foundation,021nxhr62
28672,NSF: National Science Foundation,021nxhr62
28673,NSF: National Science Foundation,021nxhr62
28674,NSF: National Science Foundation,021nxhr62
28675,NSF: National Science Foundation,021nxhr62
28676,NSF: National Science Foundation,021nxhr62
28677,NSF: National Science Foundation,021nxhr62
28678,NSF: National Science Foundation,021nxhr62
28679,NSF: National Science Foundation,021nxhr62
28680,NSF: National Science Foundation,021nxhr62
28681,NSF: National Science Foundation,021nxhr62
28682,NSF: National Science Foundation,021nxhr62
28683,NSF: National Science Foundation,021nxhr62
28684,NSF: National Science Foundation,021nxhr62
28685,NSF: National Science Foundation,021nxhr62
28686,NSF: National Science Foundation,021nxhr62
28687,NSF: National Science Foundation,021nxhr62
28688,NSF: National Science Foundation,021nxhr62
28689,NSF: National Science Foundation,021nxhr62
28690,NSF: National Science Foundation,021nxhr62
28691,NSF: National Science Foundation,021nxhr62
28692,NSF: National Science Foundation,021nxhr62
28693,NSF: National Science Foundation,021nxhr62
28694,NSF: National Science Foundation,021nxhr62
28695,NSF: National Science Foundation,021nxhr62
28696,NSF: National Science Foundation,021nxhr62
28697,NSF: National Science Foundation,021nxhr62
28698,NSF: National Science Foundation,021nxhr62
28699,NSF: National Science Foundation,021nxhr62
28700,NSF: National Science Foundation,021nxhr62
28701,NSF: National Science Foundation,021nxhr62
28702,NSF: National Science Foundation,021nxhr62
28703,NSF: National Science Foundation,021nxhr62
28704,NSF: National Science Foundation,021nxhr62
28705,NSF: National Science Foundation,021nxhr62
28706,NSF: National Science Foundation,021nxhr62
28707,NSF: National Science Foundation,021nxhr62
28708,NSF: National Science Foundation,021nxhr62
28709,NSF: National Science Foundation,021nxhr62
28710,NSF: National Science Foundation,021nxhr62
28711,NSF: National Science Foundation,021nxhr62
28712,NSF: National Science Foundation,021nxhr62
28713,NSF: National Science Foundation,021nxhr62
28714,NSF: National Science Foundation,021nxhr62
28715,NSF: National Science Foundation,021nxhr62
28716,NSF: National Science Foundation,021nxhr62
28717,NSF: National Science Foundation,021nxhr62
28718,NSF: National Science Foundation,021nxhr62
28719,NSF: National Science Foundation,021nxhr62
28720,NSF: National Science Foundation,021nxhr62
28721,NSF: National Science Foundation,021nxhr62
28722,NSF: National Science Foundation,021nxhr62
28723,NSF: National Science Foundation,021nxhr62
28724,NSF: National Science Foundation,021nxhr62
28725,NSF: National Science Foundation,021nxhr62
28726,NSF: National Science Foundation,021nxhr62
28727,NSF: National Science Foundation,021nxhr62
28728,NSF: National Science Foundation,021nxhr62
28729,NSF: National Science Foundation,021nxhr62
28730,NSF: National Science Foundation,021nxhr62
28731,NSF: National Science Foundation,021nxhr62
28732,NSF: National Science Foundation,021nxhr62
28733,NSF: National Science Foundation,021nxhr62
28734,NSF: National Science Foundation,021nxhr62
28735,NSF: National Science Foundation,021nxhr62
28736,NSF: National Science Foundation,021nxhr62
28737,NSF: National Science Foundation,021nxhr62
28738,NSF: National Science Foundation,021nxhr62
28739,NSF: National Science Foundation,021nxhr62
28740,NSF: National Science Foundation,021nxhr62
28741,NSF: National Science Foundation,021nxhr62
28742,NSF: National Science Foundation,021nxhr62
28743,NSF: National Science Foundation,021nxhr62
28744,NSF: National Science Foundation,021nxhr62
28745,NSF: National Science Foundation,021nxhr62
28746,NSF: National Science Foundation,021nxhr62
28747,NSF: National Science Foundation,021nxhr62
28748,NSF: National Science Foundation,021nxhr62
28749,NSF: National Science Foundation,021nxhr62
28750,NSF: National Science Foundation,021nxhr62
28751,NSF: National Science Foundation,021nxhr62
28752,NSF: National Science Foundation,021nxhr62
28753,NSF: National Science Foundation,021nxhr62
28754,NSF: National Science Foundation,021nxhr62
28755,NSF: National Science Foundation,021nxhr62
28756,NSF: National Science Foundation,021nxhr62
28757,NSF: National Science Foundation,021nxhr62
28758,NSF: National Science Foundation,021nxhr62
28759,NSF: National Science Foundation,021nxhr62
28760,NSF: National Science Foundation,021nxhr62
28761,NSF: National Science Foundation,021nxhr62
28762,NSF: National Science Foundation,021nxhr62
28763,NSF: National Science Foundation,021nxhr62
28764,NSF: National Science Foundation,021nxhr62
28765,NSF: National Science Foundation,021nxhr62
28766,NSF: National Science Foundation,021nxhr62
28767,NSF: National Science Foundation,021nxhr62
28768,NSF: National Science Foundation,021nxhr62
28769,NSF: National Science Foundation,021nxhr62
28770,NSF: National Science Foundation,021nxhr62
28771,NSF: National Science Foundation,021nxhr62
28772,NSF: National Science Foundation,021nxhr62
28773,NSF: National Science Foundation,021nxhr62
28774,NSF: National Science Foundation,021nxhr62
28775,NSF: National Science Foundation,021nxhr62
28776,NSF: National Science Foundation,021nxhr62
28777,NSF: National Science Foundation,021nxhr62
28778,NSF: National Science Foundation,021nxhr62
28779,NSF: National Science Foundation,021nxhr62
28780,NSF: National Science Foundation,021nxhr62
28781,NSF: National Science Foundation,021nxhr62
28782,NSF: National Science Foundation,021nxhr62
28783,NSF: National Science Foundation,021nxhr62
28784,NSF: National Science Foundation,021nxhr62
28785,NSF: National Science Foundation,021nxhr62
28786,NSF: National Science Foundation,021nxhr62
28787,NSF: National Science Foundation,021nxhr62
28788,NSF: National Science Foundation,021nxhr62
28789,NSF: National Science Foundation,021nxhr62
28790,NSF: National Science Foundation,021nxhr62
28791,NSF: National Science Foundation,021nxhr62
28792,NSF: National Science Foundation,021nxhr62
28793,NSF: National Science Foundation,021nxhr62
28794,NSF: National Science Foundation,021nxhr62
28795,NSF: National Science Foundation,021nxhr62
28796,NSF: National Science Foundation,021nxhr62
28797,NSF: National Science Foundation,021nxhr62
28798,NSF: National Science Foundation,021nxhr62
28799,NSF: National Science Foundation,021nxhr62
28800,NSF: National Science Foundation,021nxhr62
28801,NSF: National Science Foundation,021nxhr62
28802,NSF: National Science Foundation,021nxhr62
28803,NSF: National Science Foundation,021nxhr62
28804,NSF: National Science Foundation,021nxhr62
28805,NSF: National Science Foundation,021nxhr62
28806,NSF: National Science Foundation,021nxhr62
28807,NSF: National Science Foundation,021nxhr62
28808,NSF: National Science Foundation,021nxhr62
28809,NSF: National Science Foundation,021nxhr62
28810,NSF: National Science Foundation,021nxhr62
28811,NSF: National Science Foundation,021nxhr62
28812,NSF: National Science Foundation,021nxhr62
28813,NSF: National Science Foundation,021nxhr62
28814,NSF: National Science Foundation,021nxhr62
28815,NSF: National Science Foundation,021nxhr62
28816,NSF: National Science Foundation,021nxhr62
28817,NSF: National Science Foundation,021nxhr62
28818,NSF: National Science Foundation,021nxhr62
28819,NSF: National Science Foundation,021nxhr62
28820,NSF: National Science Foundation,021nxhr62
28821,NSF: National Science Foundation,021nxhr62
28822,NSF: National Science Foundation,021nxhr62
28823,NSF: National Science Foundation,021nxhr62
28824,NSF: National Science Foundation,021nxhr62
28825,NSF: National Science Foundation,021nxhr62
28826,NSF: National Science Foundation,021nxhr62
28827,NSF: National Science Foundation,021nxhr62
28828,NSF: National Science Foundation,021nxhr62
28829,NSF: National Science Foundation,021nxhr62
28830,NSF: National Science Foundation,021nxhr62
28831,NSF: National Science Foundation,021nxhr62
28832,NSF: National Science Foundation,021nxhr62
28833,NSF: National Science Foundation,021nxhr62
28834,NSF: National Science Foundation,021nxhr62
28835,NSF: National Science Foundation,021nxhr62
28836,NSF: National Science Foundation,021nxhr62
28837,NSF: National Science Foundation,021nxhr62
28838,NSF: National Science Foundation,021nxhr62
28839,NSF: National Science Foundation,021nxhr62
28840,NSF: National Science Foundation,021nxhr62
28841,NSF: National Science Foundation,021nxhr62
28842,NSF: National Science Foundation,021nxhr62
28843,NSF: National Science Foundation,021nxhr62
28844,NSF: National Science Foundation,021nxhr62
28845,NSF: National Science Foundation,021nxhr62
28846,NSF: National Science Foundation,021nxhr62
28847,NSF: National Science Foundation,021nxhr62
28848,NSF: National Science Foundation,021nxhr62
28849,NSF: National Science Foundation,021nxhr62
28850,NSF: National Science Foundation,021nxhr62
28851,NSF: National Science Foundation,021nxhr62
28852,NSF: National Science Foundation,021nxhr62
28853,NSF: National Science Foundation,021nxhr62
28854,NSF: National Science Foundation,021nxhr62
28855,NSF: National Science Foundation,021nxhr62
28856,NSF: National Science Foundation,021nxhr62
28857,NSF: National Science Foundation,021nxhr62
28858,NSF: National Science Foundation,021nxhr62
28859,NSF: National Science Foundation,021nxhr62
28860,NSF: National Science Foundation,021nxhr62
28861,NSF: National Science Foundation,021nxhr62
28862,NSF: National Science Foundation,021nxhr62
28863,NSF: National Science Foundation,021nxhr62
28864,NSF: National Science Foundation,021nxhr62
28865,NSF: National Science Foundation,021nxhr62
28866,NSF: National Science Foundation,021nxhr62
28867,NSF: National Science Foundation,021nxhr62
28868,NSF: National Science Foundation,021nxhr62
28869,NSF: National Science Foundation,021nxhr62
28870,NSF: National Science Foundation,021nxhr62
28871,NSF: National Science Foundation,021nxhr62
28872,NSF: National Science Foundation,021nxhr62
28873,NSF: National Science Foundation,021nxhr62
28874,NSF: National Science Foundation,021nxhr62
28875,NSF: National Science Foundation,021nxhr62
28876,NSF: National Science Foundation,021nxhr62
28877,NSF: National Science Foundation,021nxhr62
28878,NSF: National Science Foundation,021nxhr62
28879,NSF: National Science Foundation,021nxhr62
28880,NSF: National Science Foundation,021nxhr62
28881,NSF: National Science Foundation,021nxhr62
28882,NSF: National Science Foundation,021nxhr62
28883,NSF: National Science Foundation,021nxhr62
28884,NSF: National Science Foundation,021nxhr62
28885,NSF: National Science Foundation,021nxhr62
28886,NSF: National Science Foundation,021nxhr62
28887,NSF: National Science Foundation,021nxhr62
28888,NSF: National Science Foundation,021nxhr62
28889,NSF: National Science Foundation,021nxhr62
28890,NSF: National Science Foundation,021nxhr62
28891,NSF: National Science Foundation,021nxhr62
28892,NSF: National Science Foundation,021nxhr62
28893,NSF: National Science Foundation,021nxhr62
28894,NSF: National Science Foundation,021nxhr62
28895,NSF: National Science Foundation,021nxhr62
28896,NSF: National Science Foundation,021nxhr62
28897,NSF: National Science Foundation,021nxhr62
28898,NSF: National Science Foundation,021nxhr62
28899,NSF: National Science Foundation,021nxhr62
28900,NSF: National Science Foundation,021nxhr62
28901,NSF: National Science Foundation,021nxhr62
28902,NSF: National Science Foundation,021nxhr62
28903,NSF: National Science Foundation,021nxhr62
28904,NSF: National Science Foundation,021nxhr62
28905,NSF: National Science Foundation,021nxhr62
28906,NSF: National Science Foundation,021nxhr62
28907,NSF: National Science Foundation,021nxhr62
28908,NSF: National Science Foundation,021nxhr62
28909,NSF: National Science Foundation,021nxhr62
28910,NSF: National Science Foundation,021nxhr62
28911,NSF: National Science Foundation,021nxhr62
28912,NSF: National Science Foundation,021nxhr62
28913,NSF: National Science Foundation,021nxhr62
28914,NSF: National Science Foundation,021nxhr62
28915,NSF: National Science Foundation,021nxhr62
28916,NSF: National Science Foundation,021nxhr62
28917,NSF: National Science Foundation,021nxhr62
28918,NSF: National Science Foundation,021nxhr62
28919,NSF: National Science Foundation,021nxhr62
28920,NSF: National Science Foundation,021nxhr62
28921,NSF: National Science Foundation,021nxhr62
28922,NSF: National Science Foundation,021nxhr62
28923,NSF: National Science Foundation,021nxhr62
28924,NSF: National Science Foundation,021nxhr62
28925,NSF: National Science Foundation,021nxhr62
28926,NSF: National Science Foundation,021nxhr62
28927,NSF: National Science Foundation,021nxhr62
28928,NSF: National Science Foundation,021nxhr62
28929,NSF: National Science Foundation,021nxhr62
28930,NSF: National Science Foundation,021nxhr62
28931,NSF: National Science Foundation,021nxhr62
28932,NSF: National Science Foundation,021nxhr62
28933,NSF: National Science Foundation,021nxhr62
28934,NSF: National Science Foundation,021nxhr62
28935,NSF: National Science Foundation,021nxhr62
28936,NSF: National Science Foundation,021nxhr62
28937,NSF: National Science Foundation,021nxhr62
28938,NSF: National Science Foundation,021nxhr62
28939,NSF: National Science Foundation,021nxhr62
28940,NSF: National Science Foundation,021nxhr62
28941,NSF: National Science Foundation,021nxhr62
28942,NSF: National Science Foundation,021nxhr62
28943,NSF: National Science Foundation,021nxhr62
28944,NSF: National Science Foundation,021nxhr62
28945,NSF: National Science Foundation,021nxhr62
28946,NSF: National Science Foundation,021nxhr62
28947,NSF: National Science Foundation,021nxhr62
28948,NSF: National Science Foundation,021nxhr62
28949,NSF: National Science Foundation,021nxhr62
28950,NSF: National Science Foundation,021nxhr62
28951,NSF: National Science Foundation,021nxhr62
28952,NSF: National Science Foundation,021nxhr62
28953,NSF: National Science Foundation,021nxhr62
28954,NSF: National Science Foundation,021nxhr62
